kode,cmg,tipe,nomor,keparahan,deskripsi,regional,kelas_rs,kepemilikan,rawat,tarif_kelas3,tarif_kelas2,tarif_kelas1
C-4-11-II,C,4,11,II,LIMFOMA & LEUKEMIA NON AKUT (SEDANG),3,B,SWASTA,INAP,6693100,7797500,8901900
C-4-11-III,C,4,11,III,LIMFOMA & LEUKEMIA NON AKUT (BERAT),3,B,SWASTA,INAP,10560600,12303100,14045600
C-4-12-I,C,4,12,I,RADIOTERAPI (RINGAN),3,B,SWASTA,INAP,5605300,6530200,7455000
C-4-12-II,C,4,12,II,RADIOTERAPI (SEDANG),3,B,SWASTA,INAP,10928700,12732000,14535200
C-4-12-III,C,4,12,III,RADIOTERAPI (BERAT),3,B,SWASTA,INAP,17328000,20187200,23046300
C-4-13-I,C,4,13,I,KEMOTERAPI (RINGAN),3,B,SWASTA,INAP,2649100,3086200,3523200
C-4-13-II,C,4,13,II,KEMOTERAPI (SEDANG),3,B,SWASTA,INAP,5046700,5879400,6712100
C-4-13-III,C,4,13,III,KEMOTERAPI (BERAT),3,B,SWASTA,INAP,6265700,7299500,8333400
C-4-14-I,C,4,14,I,TUMOR MYELOPROLIFERATIF LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,4808100,5601400,6394700
C-4-14-II,C,4,14,II,TUMOR MYELOPROLIFERATIF LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,6392600,7447300,8502100
C-4-14-III,C,4,14,III,TUMOR MYELOPROLIFERATIF LAIN-LAIN (BERAT),3,B,SWASTA,INAP,9346500,10888700,12430800
D-1-10-I,D,1,10,I,PENCANGKOKAN SUMSUM TULANG (RINGAN),3,B,SWASTA,INAP,23505900,27384400,31262900
D-1-10-II,D,1,10,II,PENCANGKOKAN SUMSUM TULANG (SEDANG),3,B,SWASTA,INAP,39447800,45956700,52465600
D-1-10-III,D,1,10,III,PENCANGKOKAN SUMSUM TULANG (BERAT),3,B,SWASTA,INAP,57007700,66414000,75820200
D-1-11-I,D,1,11,I,PROSEDUR LIMPA (RINGAN),3,B,SWASTA,INAP,9099600,10601100,12102500
D-1-11-II,D,1,11,II,PROSEDUR LIMPA (SEDANG),3,B,SWASTA,INAP,16232600,18910900,21589300
D-1-11-III,D,1,11,III,PROSEDUR LIMPA (BERAT),3,B,SWASTA,INAP,21747300,25335600,28923900
D-1-20-I,D,1,20,I,PROSEDUR PADA DARAH DAN ORGAN PEMBENTUK DARAH LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,5510900,6420200,7329500
D-1-20-II,D,1,20,II,PROSEDUR PADA DARAH DAN ORGAN PEMBENTUK DARAH LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,15187100,17692900,20198800
D-1-20-III,D,1,20,III,PROSEDUR PADA DARAH DAN ORGAN PEMBENTUK DARAH LAIN-LAIN (BERAT),3,B,SWASTA,INAP,24091100,28066200,32041200
D-4-10-I,D,4,10,I,AGRANULOSITOSIS (RINGAN),3,B,SWASTA,INAP,2716700,3165000,3613200
D-4-10-II,D,4,10,II,AGRANULOSITOSIS (SEDANG),3,B,SWASTA,INAP,4458400,5194000,5929700
D-4-10-III,D,4,10,III,AGRANULOSITOSIS (BERAT),3,B,SWASTA,INAP,7014100,8171500,9328800
D-4-11-I,D,4,11,I,GANGGUAN PEMBEKUAN DARAH (RINGAN),3,B,SWASTA,INAP,4698700,5473900,6249200
D-4-11-II,D,4,11,II,GANGGUAN PEMBEKUAN DARAH (SEDANG),3,B,SWASTA,INAP,7753300,9032600,10311900
D-4-11-III,D,4,11,III,GANGGUAN PEMBEKUAN DARAH (BERAT),3,B,SWASTA,INAP,10979500,12791100,14602700
D-4-12-I,D,4,12,I,KRISIS ANEMIA SEL SICKLE (RINGAN),3,B,SWASTA,INAP,4243400,4943600,5643700
D-4-12-II,D,4,12,II,KRISIS ANEMIA SEL SICKLE (SEDANG),3,B,SWASTA,INAP,5885700,6856800,7828000
D-4-12-III,D,4,12,III,KRISIS ANEMIA SEL SICKLE (BERAT),3,B,SWASTA,INAP,8418400,9807400,11196400
D-4-13-I,D,4,13,I,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (RINGAN),3,B,SWASTA,INAP,3187600,3713500,4239400
D-4-13-II,D,4,13,II,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (SEDANG),3,B,SWASTA,INAP,4511400,5255800,6000100
D-4-13-III,D,4,13,III,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (BERAT),3,B,SWASTA,INAP,5770200,6722300,7674400
D-4-14-I,D,4,14,I,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3418800,3982900,4547000
D-4-14-II,D,4,14,II,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,5597400,6520900,7444500
D-4-14-III,D,4,14,III,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (BERAT),3,B,SWASTA,INAP,6846100,7975700,9105300
E-1-01-I,E,1,1,I,PROSEDUR KELENJAR PITUITARI DAN PINEAL (RINGAN),3,B,SWASTA,INAP,14865200,17318000,19770700
E-1-01-II,E,1,1,II,PROSEDUR KELENJAR PITUITARI DAN PINEAL (SEDANG),3,B,SWASTA,INAP,17003700,19809300,22614900
E-1-01-III,E,1,1,III,PROSEDUR KELENJAR PITUITARI DAN PINEAL (BERAT),3,B,SWASTA,INAP,29334300,34174400,39014500
E-1-10-I,E,1,10,I,PROSEDUR KELENJAR ADRENAL (RINGAN),3,B,SWASTA,INAP,11260300,13118200,14976200
E-1-10-II,E,1,10,II,PROSEDUR KELENJAR ADRENAL (SEDANG),3,B,SWASTA,INAP,14806000,17249000,19692000
E-1-10-III,E,1,10,III,PROSEDUR KELENJAR ADRENAL (BERAT),3,B,SWASTA,INAP,26502800,30875800,35248700
E-1-20-I,E,1,20,I,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (RINGAN)",3,B,SWASTA,INAP,8749700,10193300,11637000
E-1-20-II,E,1,20,II,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (SEDANG)",3,B,SWASTA,INAP,11776800,13720000,15663100
E-1-20-III,E,1,20,III,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (BERAT)",3,B,SWASTA,INAP,15339400,17870400,20401300
E-4-10-I,E,4,10,I,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (RINGAN),3,B,SWASTA,INAP,3738300,4355100,4971900
E-4-10-II,E,4,10,II,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (SEDANG),3,B,SWASTA,INAP,5442400,6340300,7238300
E-4-10-III,E,4,10,III,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (BERAT),3,B,SWASTA,INAP,7936600,9246200,10555700
E-4-11-I,E,4,11,I,HIPOVOLEMIA & GANGGUAN ELEKROLIT (RINGAN),3,B,SWASTA,INAP,3573200,4162800,4752300
E-4-11-II,E,4,11,II,HIPOVOLEMIA & GANGGUAN ELEKROLIT (SEDANG),3,B,SWASTA,INAP,4807400,5600600,6393800
E-4-11-III,E,4,11,III,HIPOVOLEMIA & GANGGUAN ELEKROLIT (BERAT),3,B,SWASTA,INAP,6715800,7823900,8932000
E-4-12-I,E,4,12,I,GANGGUAN METABOLIK BAWAAN (RINGAN),3,B,SWASTA,INAP,3623100,4220900,4818700
E-4-12-II,E,4,12,II,GANGGUAN METABOLIK BAWAAN (SEDANG),3,B,SWASTA,INAP,6310900,7352200,8393500
E-4-12-III,E,4,12,III,GANGGUAN METABOLIK BAWAAN (BERAT),3,B,SWASTA,INAP,7726700,9001600,10276500
E-4-13-I,E,4,13,I,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3945300,4596300,5247300
E-4-13-II,E,4,13,II,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,5779200,6732700,7686300
E-4-13-III,E,4,13,III,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (BERAT),3,B,SWASTA,INAP,7789000,9074100,10359300
F-4-10-I,F,4,10,I,SCHIZOFRENIA (RINGAN),3,B,SWASTA,INAP,5187800,6043700,6899700
F-4-10-II,F,4,10,II,SCHIZOFRENIA (SEDANG),3,B,SWASTA,INAP,5741800,6689200,7636600
F-4-10-III,F,4,10,III,SCHIZOFRENIA (BERAT),3,B,SWASTA,INAP,6907800,8047600,9187400
F-4-11-I,F,4,11,I,DEPRESI MAYOR (RINGAN),3,B,SWASTA,INAP,4188000,4879000,5570000
F-4-11-II,F,4,11,II,DEPRESI MAYOR (SEDANG),3,B,SWASTA,INAP,4879500,5684600,6489700
F-4-11-III,F,4,11,III,DEPRESI MAYOR (BERAT),3,B,SWASTA,INAP,6257300,7289800,8322200
F-4-12-I,F,4,12,I,GANGGUAN PERSONALITI & KONTROL IMPULSE (RINGAN),3,B,SWASTA,INAP,2965800,3455100,3944500
F-4-12-II,F,4,12,II,GANGGUAN PERSONALITI & KONTROL IMPULSE (SEDANG),3,B,SWASTA,INAP,4361400,5081000,5800700
F-4-12-III,F,4,12,III,GANGGUAN PERSONALITI & KONTROL IMPULSE (BERAT),3,B,SWASTA,INAP,6877600,8012400,9147200
F-4-13-I,F,4,13,I,GANGGUAN BIPOLAR (RINGAN),3,B,SWASTA,INAP,4028900,4693700,5358500
F-4-13-II,F,4,13,II,GANGGUAN BIPOLAR (SEDANG),3,B,SWASTA,INAP,5872300,6841200,7810100
F-4-13-III,F,4,13,III,GANGGUAN BIPOLAR (BERAT),3,B,SWASTA,INAP,6051200,7049600,8048000
F-4-14-I,F,4,14,I,DEPRESI (RINGAN),3,B,SWASTA,INAP,2294800,2673500,3052100
F-4-14-II,F,4,14,II,DEPRESI (SEDANG),3,B,SWASTA,INAP,2941500,3426900,3912200
F-4-14-III,F,4,14,III,DEPRESI (BERAT),3,B,SWASTA,INAP,3322000,3870100,4418200
F-4-15-I,F,4,15,I,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (RINGAN)",3,B,SWASTA,INAP,2973400,3464000,3954600
F-4-15-II,F,4,15,II,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (SEDANG)",3,B,SWASTA,INAP,4430700,5161700,5892800
F-4-15-III,F,4,15,III,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (BERAT)",3,B,SWASTA,INAP,5849900,6815100,7780400
F-4-16-I,F,4,16,I,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (RINGAN),3,B,SWASTA,INAP,6031200,7026300,8021500
F-4-16-II,F,4,16,II,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (SEDANG),3,B,SWASTA,INAP,7012200,8169200,9326200
F-4-16-III,F,4,16,III,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (BERAT),3,B,SWASTA,INAP,9360100,10904500,12448900
F-4-17-I,F,4,17,I,GANGGUAN MENTAL PADA KANAK-KANAK (RINGAN),3,B,SWASTA,INAP,2056200,2395500,2734800
F-4-17-II,F,4,17,II,GANGGUAN MENTAL PADA KANAK-KANAK (SEDANG),3,B,SWASTA,INAP,4607700,5368000,6128300
F-4-17-III,F,4,17,III,GANGGUAN MENTAL PADA KANAK-KANAK (BERAT),3,B,SWASTA,INAP,4947600,5764000,6580300
F-4-18-I,F,4,18,I,GANGGUAN NUTRISI KOMPULSIF (RINGAN),3,B,SWASTA,INAP,5240700,6105400,6970100
F-4-18-II,F,4,18,II,GANGGUAN NUTRISI KOMPULSIF (SEDANG),3,B,SWASTA,INAP,5766200,6717600,7669100
F-4-18-III,F,4,18,III,GANGGUAN NUTRISI KOMPULSIF (BERAT),3,B,SWASTA,INAP,8889000,10355600,11822300
F-4-19-I,F,4,19,I,GANGGUAN MENTAL LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,4005100,4665900,5326700
F-4-19-II,F,4,19,II,GANGGUAN MENTAL LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,5128700,5975000,6821200
F-4-19-III,F,4,19,III,GANGGUAN MENTAL LAIN-LAIN (BERAT),3,B,SWASTA,INAP,6385100,7438700,8492200
G-1-01-I,G,1,1,I,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (RINGAN),3,B,SWASTA,INAP,26578400,30963800,35349200
G-1-01-II,G,1,1,II,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (SEDANG),3,B,SWASTA,INAP,30741700,35814100,40886500
G-1-01-III,G,1,1,III,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (BERAT),3,B,SWASTA,INAP,48514700,56519600,64524600
G-1-10-I,G,1,10,I,KRANIOTOMI (RINGAN),3,B,SWASTA,INAP,19627600,22866100,26104700
G-1-10-II,G,1,10,II,KRANIOTOMI (SEDANG),3,B,SWASTA,INAP,27478600,32012500,36546500
G-1-10-III,G,1,10,III,KRANIOTOMI (BERAT),3,B,SWASTA,INAP,31404100,36585800,41767400
G-1-11-I,G,1,11,I,PROSEDUR VENTRICULAR SHUNT (RINGAN),3,B,SWASTA,INAP,13123300,15288700,17454000
G-1-11-II,G,1,11,II,PROSEDUR VENTRICULAR SHUNT (SEDANG),3,B,SWASTA,INAP,23058200,26862800,30667400
G-1-11-III,G,1,11,III,PROSEDUR VENTRICULAR SHUNT (BERAT),3,B,SWASTA,INAP,38255200,44567200,50879300
G-1-12-I,G,1,12,I,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (RINGAN),3,B,SWASTA,INAP,6273400,7308400,8343500
G-1-12-II,G,1,12,II,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (SEDANG),3,B,SWASTA,INAP,10176800,11855900,13535100
G-1-12-III,G,1,12,III,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (BERAT),3,B,SWASTA,INAP,13868900,16157300,18445700
G-1-13-I,G,1,13,I,PROSEDUR CARPAL TUNNEL RELEASE (RINGAN),3,B,SWASTA,INAP,3047800,3550600,4053500
G-1-13-II,G,1,13,II,PROSEDUR CARPAL TUNNEL RELEASE (SEDANG),3,B,SWASTA,INAP,5007300,5833500,6659700
G-1-13-III,G,1,13,III,PROSEDUR CARPAL TUNNEL RELEASE (BERAT),3,B,SWASTA,INAP,9626500,11214900,12803200
G-1-20-I,G,1,20,I,PROSEDUR SARAF KRANIAL DAN PERIFER (RINGAN),3,B,SWASTA,INAP,9400600,10951700,12502800
G-1-20-II,G,1,20,II,PROSEDUR SARAF KRANIAL DAN PERIFER (SEDANG),3,B,SWASTA,INAP,15682700,18270400,20858000
G-1-20-III,G,1,20,III,PROSEDUR SARAF KRANIAL DAN PERIFER (BERAT),3,B,SWASTA,INAP,23485700,27360900,31236000
D-4-11-II,D,4,11,II,GANGGUAN PEMBEKUAN DARAH (SEDANG),3,B,SWASTA,INAP,7753300,9032600,10311900
D-4-11-III,D,4,11,III,GANGGUAN PEMBEKUAN DARAH (BERAT),3,B,SWASTA,INAP,10979500,12791100,14602700
D-4-12-I,D,4,12,I,KRISIS ANEMIA SEL SICKLE (RINGAN),3,B,SWASTA,INAP,4243400,4943600,5643700
D-4-12-II,D,4,12,II,KRISIS ANEMIA SEL SICKLE (SEDANG),3,B,SWASTA,INAP,5885700,6856800,7828000
D-4-12-III,D,4,12,III,KRISIS ANEMIA SEL SICKLE (BERAT),3,B,SWASTA,INAP,8418400,9807400,11196400
D-4-13-I,D,4,13,I,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (RINGAN),3,B,SWASTA,INAP,3187600,3713500,4239400
D-4-13-II,D,4,13,II,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (SEDANG),3,B,SWASTA,INAP,4511400,5255800,6000100
D-4-13-III,D,4,13,III,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (BERAT),3,B,SWASTA,INAP,5770200,6722300,7674400
D-4-14-I,D,4,14,I,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3418800,3982900,4547000
D-4-14-II,D,4,14,II,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,5597400,6520900,7444500
D-4-14-III,D,4,14,III,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (BERAT),3,B,SWASTA,INAP,6846100,7975700,9105300
E-1-01-I,E,1,1,I,PROSEDUR KELENJAR PITUITARI DAN PINEAL (RINGAN),3,B,SWASTA,INAP,14865200,17318000,19770700
E-1-01-II,E,1,1,II,PROSEDUR KELENJAR PITUITARI DAN PINEAL (SEDANG),3,B,SWASTA,INAP,17003700,19809300,22614900
E-1-01-III,E,1,1,III,PROSEDUR KELENJAR PITUITARI DAN PINEAL (BERAT),3,B,SWASTA,INAP,29334300,34174400,39014500
E-1-10-I,E,1,10,I,PROSEDUR KELENJAR ADRENAL (RINGAN),3,B,SWASTA,INAP,11260300,13118200,14976200
E-1-10-II,E,1,10,II,PROSEDUR KELENJAR ADRENAL (SEDANG),3,B,SWASTA,INAP,14806000,17249000,19692000
E-1-10-III,E,1,10,III,PROSEDUR KELENJAR ADRENAL (BERAT),3,B,SWASTA,INAP,26502800,30875800,35248700
E-1-20-I,E,1,20,I,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (RINGAN)",3,B,SWASTA,INAP,8749700,10193300,11637000
E-1-20-II,E,1,20,II,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (SEDANG)",3,B,SWASTA,INAP,11776800,13720000,15663100
E-1-20-III,E,1,20,III,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (BERAT)",3,B,SWASTA,INAP,15339400,17870400,20401300
E-4-10-I,E,4,10,I,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (RINGAN),3,B,SWASTA,INAP,3738300,4355100,4971900
E-4-10-II,E,4,10,II,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (SEDANG),3,B,SWASTA,INAP,5442400,6340300,7238300
E-4-10-III,E,4,10,III,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (BERAT),3,B,SWASTA,INAP,7936600,9246200,10555700
E-4-11-I,E,4,11,I,HIPOVOLEMIA & GANGGUAN ELEKROLIT (RINGAN),3,B,SWASTA,INAP,3573200,4162800,4752300
E-4-11-II,E,4,11,II,HIPOVOLEMIA & GANGGUAN ELEKROLIT (SEDANG),3,B,SWASTA,INAP,4807400,5600600,6393800
E-4-11-III,E,4,11,III,HIPOVOLEMIA & GANGGUAN ELEKROLIT (BERAT),3,B,SWASTA,INAP,6715800,7823900,8932000
E-4-12-I,E,4,12,I,GANGGUAN METABOLIK BAWAAN (RINGAN),3,B,SWASTA,INAP,3623100,4220900,4818700
E-4-12-II,E,4,12,II,GANGGUAN METABOLIK BAWAAN (SEDANG),3,B,SWASTA,INAP,6310900,7352200,8393500
E-4-12-III,E,4,12,III,GANGGUAN METABOLIK BAWAAN (BERAT),3,B,SWASTA,INAP,7726700,9001600,10276500
E-4-13-I,E,4,13,I,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3945300,4596300,5247300
E-4-13-II,E,4,13,II,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,5779200,6732700,7686300
E-4-13-III,E,4,13,III,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (BERAT),3,B,SWASTA,INAP,7789000,9074100,10359300
F-4-10-I,F,4,10,I,SCHIZOFRENIA (RINGAN),3,B,SWASTA,INAP,5187800,6043700,6899700
F-4-10-II,F,4,10,II,SCHIZOFRENIA (SEDANG),3,B,SWASTA,INAP,5741800,6689200,7636600
F-4-10-III,F,4,10,III,SCHIZOFRENIA (BERAT),3,B,SWASTA,INAP,6907800,8047600,9187400
F-4-11-I,F,4,11,I,DEPRESI MAYOR (RINGAN),3,B,SWASTA,INAP,4188000,4879000,5570000
F-4-11-II,F,4,11,II,DEPRESI MAYOR (SEDANG),3,B,SWASTA,INAP,4879500,5684600,6489700
F-4-11-III,F,4,11,III,DEPRESI MAYOR (BERAT),3,B,SWASTA,INAP,6257300,7289800,8322200
F-4-12-I,F,4,12,I,GANGGUAN PERSONALITI & KONTROL IMPULSE (RINGAN),3,B,SWASTA,INAP,2965800,3455100,3944500
F-4-12-II,F,4,12,II,GANGGUAN PERSONALITI & KONTROL IMPULSE (SEDANG),3,B,SWASTA,INAP,4361400,5081000,5800700
F-4-12-III,F,4,12,III,GANGGUAN PERSONALITI & KONTROL IMPULSE (BERAT),3,B,SWASTA,INAP,6877600,8012400,9147200
F-4-13-I,F,4,13,I,GANGGUAN BIPOLAR (RINGAN),3,B,SWASTA,INAP,4028900,4693700,5358500
F-4-13-II,F,4,13,II,GANGGUAN BIPOLAR (SEDANG),3,B,SWASTA,INAP,5872300,6841200,7810100
F-4-13-III,F,4,13,III,GANGGUAN BIPOLAR (BERAT),3,B,SWASTA,INAP,6051200,7049600,8048000
F-4-14-I,F,4,14,I,DEPRESI (RINGAN),3,B,SWASTA,INAP,2294800,2673500,3052100
F-4-14-II,F,4,14,II,DEPRESI (SEDANG),3,B,SWASTA,INAP,2941500,3426900,3912200
F-4-14-III,F,4,14,III,DEPRESI (BERAT),3,B,SWASTA,INAP,3322000,3870100,4418200
F-4-15-I,F,4,15,I,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (RINGAN)",3,B,SWASTA,INAP,2973400,3464000,3954600
F-4-15-II,F,4,15,II,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (SEDANG)",3,B,SWASTA,INAP,4430700,5161700,5892800
F-4-15-III,F,4,15,III,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (BERAT)",3,B,SWASTA,INAP,5849900,6815100,7780400
F-4-16-I,F,4,16,I,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (RINGAN),3,B,SWASTA,INAP,6031200,7026300,8021500
F-4-16-II,F,4,16,II,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (SEDANG),3,B,SWASTA,INAP,7012200,8169200,9326200
F-4-16-III,F,4,16,III,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (BERAT),3,B,SWASTA,INAP,9360100,10904500,12448900
F-4-17-I,F,4,17,I,GANGGUAN MENTAL PADA KANAK-KANAK (RINGAN),3,B,SWASTA,INAP,2056200,2395500,2734800
F-4-17-II,F,4,17,II,GANGGUAN MENTAL PADA KANAK-KANAK (SEDANG),3,B,SWASTA,INAP,4607700,5368000,6128300
F-4-17-III,F,4,17,III,GANGGUAN MENTAL PADA KANAK-KANAK (BERAT),3,B,SWASTA,INAP,4947600,5764000,6580300
F-4-18-I,F,4,18,I,GANGGUAN NUTRISI KOMPULSIF (RINGAN),3,B,SWASTA,INAP,5240700,6105400,6970100
F-4-18-II,F,4,18,II,GANGGUAN NUTRISI KOMPULSIF (SEDANG),3,B,SWASTA,INAP,5766200,6717600,7669100
F-4-18-III,F,4,18,III,GANGGUAN NUTRISI KOMPULSIF (BERAT),3,B,SWASTA,INAP,8889000,10355600,11822300
F-4-19-I,F,4,19,I,GANGGUAN MENTAL LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,4005100,4665900,5326700
F-4-19-II,F,4,19,II,GANGGUAN MENTAL LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,5128700,5975000,6821200
F-4-19-III,F,4,19,III,GANGGUAN MENTAL LAIN-LAIN (BERAT),3,B,SWASTA,INAP,6385100,7438700,8492200
G-1-01-I,G,1,1,I,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (RINGAN),3,B,SWASTA,INAP,26578400,30963800,35349200
G-1-01-II,G,1,1,II,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (SEDANG),3,B,SWASTA,INAP,30741700,35814100,40886500
G-1-01-III,G,1,1,III,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (BERAT),3,B,SWASTA,INAP,48514700,56519600,64524600
G-1-10-I,G,1,10,I,KRANIOTOMI (RINGAN),3,B,SWASTA,INAP,19627600,22866100,26104700
G-1-10-II,G,1,10,II,KRANIOTOMI (SEDANG),3,B,SWASTA,INAP,27478600,32012500,36546500
G-1-10-III,G,1,10,III,KRANIOTOMI (BERAT),3,B,SWASTA,INAP,31404100,36585800,41767400
G-1-11-I,G,1,11,I,PROSEDUR VENTRICULAR SHUNT (RINGAN),3,B,SWASTA,INAP,13123300,15288700,17454000
G-1-11-II,G,1,11,II,PROSEDUR VENTRICULAR SHUNT (SEDANG),3,B,SWASTA,INAP,23058200,26862800,30667400
G-1-11-III,G,1,11,III,PROSEDUR VENTRICULAR SHUNT (BERAT),3,B,SWASTA,INAP,38255200,44567200,50879300
G-1-12-I,G,1,12,I,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (RINGAN),3,B,SWASTA,INAP,6273400,7308400,8343500
G-1-12-II,G,1,12,II,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (SEDANG),3,B,SWASTA,INAP,10176800,11855900,13535100
G-1-12-III,G,1,12,III,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (BERAT),3,B,SWASTA,INAP,13868900,16157300,18445700
G-1-13-I,G,1,13,I,PROSEDUR CARPAL TUNNEL RELEASE (RINGAN),3,B,SWASTA,INAP,3047800,3550600,4053500
G-1-13-II,G,1,13,II,PROSEDUR CARPAL TUNNEL RELEASE (SEDANG),3,B,SWASTA,INAP,5007300,5833500,6659700
G-1-13-III,G,1,13,III,PROSEDUR CARPAL TUNNEL RELEASE (BERAT),3,B,SWASTA,INAP,9626500,11214900,12803200
G-1-20-I,G,1,20,I,PROSEDUR SARAF KRANIAL DAN PERIFER (RINGAN),3,B,SWASTA,INAP,9400600,10951700,12502800
G-1-20-II,G,1,20,II,PROSEDUR SARAF KRANIAL DAN PERIFER (SEDANG),3,B,SWASTA,INAP,15682700,18270400,20858000
G-1-20-III,G,1,20,III,PROSEDUR SARAF KRANIAL DAN PERIFER (BERAT),3,B,SWASTA,INAP,23485700,27360900,31236000
G-1-30-I,G,1,30,I,PROSEDUR TULANG BELAKANG (RINGAN),3,B,SWASTA,INAP,18122500,21112800,24103000
G-1-30-II,G,1,30,II,PROSEDUR TULANG BELAKANG (SEDANG),3,B,SWASTA,INAP,26946300,31392500,35838600
G-1-30-III,G,1,30,III,PROSEDUR TULANG BELAKANG (BERAT),3,B,SWASTA,INAP,37181400,43316300,49451300
G-4-10-I,G,4,10,I,KECEDERAAN & GANGGUAN TULANG BELAKANG (RINGAN),3,B,SWASTA,INAP,4520400,5266200,6012100
G-4-10-II,G,4,10,II,KECEDERAAN & GANGGUAN TULANG BELAKANG (SEDANG),3,B,SWASTA,INAP,5525400,6437100,7348800
G-4-10-III,G,4,10,III,KECEDERAAN & GANGGUAN TULANG BELAKANG (BERAT),3,B,SWASTA,INAP,7816300,9106000,10395600
G-4-11-I,G,4,11,I,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (RINGAN),3,B,SWASTA,INAP,4878500,5683500,6488400
